@relation sprememba_zmesan

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric

@data
0.636504611,0.7880720815,0.4174507906,8.956475544
0.171918026,0.1077283671,0.212215494,5.611595435
0.1277272687,0.7492259843,0.5066218335,38.74462763
0.7301162779,0.3637453031,0.2273894152,4.474490183
0.612596758,0.4618409586,0.1648492803,5.138427532
0.4441855999,0.2112607283,0.5713232991,12.19508798
0.6021699349,0.3261643827,0.2159164231,3.594885765
0.8627265808,0.4860118444,0.6032666974,26.12024576
0.8227164712,0.565134049,0.2747413114,28.63411639
0.3467163784,0.8713456122,0.9778770035,48.34849778
0.7120835361,0.7742733509,0.4852534242,39.89102197
0.1777802983,0.05855805438,0.1344907128,3.018341478
0.9275692498,0.2579283834,0.4643111038,13.97434317
0.3976844332,0.2745572554,0.5210061978,2.464657742
0.4497938021,0.4335237414,0.3119160518,22.16264519
0.8632937051,0.2039442157,0.3681545366,2.780358654
0.3725310946,0.8637581606,0.1346116646,7.536558533
0.531196949,0.2472953083,0.5887195323,14.09771885
0.2133688646,0.2315992321,0.4692013283,12.68071104
0.5408198255,0.8962404576,0.9044859949,48.90249745
0.3490191172,0.3305972193,0.9623446102,21.16039671
0.5758599851,0.7623651844,0.5725143419,8.20198196
0.957418803,0.4718516513,0.02053625791,6.876854689
0.4004930256,0.6588081364,0.3698297587,33.62427707
0.2229769633,0.3675148082,0.185469752,18.54773556
0.2931471877,0.4196057507,0.602267416,3.328091211
0.5621039941,0.03733887788,0.04607538361,1.877558599
0.1910448721,0.3481610242,0.5108647215,2.405948905
0.8063506323,0.521329743,0.9383295435,6.810394394
0.6522966778,0.1800838864,0.6763437225,11.29139847
0.515314908,0.4426943834,0.9771203297,26.90853986
0.2122398368,0.5302188268,0.2425984359,26.80521134
0.623841432,0.3909725932,0.1261661424,19.62821914
0.8322041667,0.3895536756,0.96401635,5.189650298
0.5970633358,0.9614124131,0.9211333937,10.54730309
0.2337207942,0.7260541861,0.4789266534,37.449563
0.5807337023,0.2112098207,0.3267348121,2.282615715
0.1806116127,0.2421501858,0.7834195662,1.648102284
0.9628389721,0.7415156996,0.6034958723,10.84718064
0.6685011689,0.2624652627,0.6871228525,3.066909663
0.2669415822,0.9673113226,0.1826226203,48.53232124
0.8942899535,0.9089255206,0.1145104324,12.67305722
0.4134439314,0.1297514122,0.378814359,7.205072205
0.8725818339,0.7168974529,0.9811959392,9.840004207
0.6041624919,0.745498223,0.8142473748,8.231511756
0.7445029445,0.5910060607,0.9518116862,34.08003046
0.9609448721,0.600656815,0.2257970135,30.28776221
0.3637719783,0.7900627239,0.3385353533,6.82434042
0.02389649152,0.9810434692,0.2996988104,5.139652315
0.4569808843,0.8887169394,0.1746700262,8.504851226
0.4089602387,0.2073060558,0.8135567248,13.67467551
0.6602725899,0.638630596,0.6194042324,33.84983781
0.228088945,0.6019337563,0.3438014339,30.68768494
0.988711458,0.05650724409,0.8639880755,6.557739177
0.6794825555,0.4790133021,0.4680330679,5.649878337
0.9190650575,0.7619781207,0.675773371,40.38225428
0.03310181727,0.1854476572,0.1221792964,0.9886248305
0.5847457648,0.8400601093,0.4356949693,42.95215599
0.3851598992,0.0445707142,0.3206746614,2.742696902
0.9550204292,0.3235700032,0.9824698301,21.00473499
0.01450861751,0.6238916097,0.8797072438,35.06400466
0.5241341922,0.4627583393,0.9683621283,27.82654302
0.7687452536,0.7159589857,0.3208894603,9.083695648
0.3395113324,0.9250200502,0.4152718627,47.11325611
0.31315927,0.7472172894,0.2415804447,6.076066656
0.4428833848,0.04295954588,0.002491332914,0.4050584203
0.6632525838,0.2585390394,0.5953040524,14.69888654
0.6524846567,0.0726287585,0.1571894989,3.754980618
0.9524441774,0.04356092689,0.4932140018,0.6326981462
0.5551048726,0.5517508857,0.826767712,5.82155048
0.5688022669,0.2063964842,0.01734224565,10.32132798
0.01064909842,0.3474671697,0.1628262098,17.50592036
0.06222123479,0.7399829171,0.844113608,4.160341094
0.36255425,0.4978586808,0.06780729747,24.91592319
0.1485050305,0.3311005825,0.7754799352,2.147203933
0.08270410977,0.3442613908,0.08054788619,2.006025272
0.2169954277,0.6619706939,0.878185861,4.746299609
0.6026517424,0.8002834142,0.2018645741,8.82433901
0.02211380112,0.2006454532,0.6462133806,1.047597602
0.8388821592,0.1333446831,0.27444342,7.043830108
0.4786792443,0.102982895,0.4566744004,6.191902288
0.5235966159,0.5423951279,0.9763403763,31.88595905
0.8846759874,0.9351663454,0.2787706864,12.94902383
0.4439689431,0.5096396513,0.6707513948,27.73151973
0.3980598829,0.1977372201,0.1921414089,10.07145261
0.4807072392,0.04384802666,0.04748806286,0.4300207717
0.2548812498,0.5989253283,0.7288027837,4.521175003
0.1464699467,0.7057784153,0.755123221,38.13997616
0.7479744689,0.326872234,0.3650124572,17.00978217
0.7457635079,0.06570094168,0.8196041642,6.643802014
0.418957837,0.1112132864,0.7219326279,8.166597915
0.02731372665,0.4497532449,0.3182863047,22.9941931
0.04997119913,0.9355400781,0.3388225578,47.35100754
0.4606305929,0.7498127846,0.5808919914,7.202930998
0.2836198792,0.306829848,0.9904136273,20.24608816
0.3423604872,0.02119747701,0.6789404445,3.364674486
0.6931808731,0.1892867954,0.5880178966,2.258533839
0.3923171533,0.8648623978,0.9516425154,7.717315528
0.9169855008,0.7485120217,0.7231419166,10.60630682
0.7646207228,0.04988942545,0.6365588558,0.6309120128
0.02527132069,0.7509277138,0.2266622621,3.944407919
0.9214903003,0.1323940656,0.1235324696,6.696004637
0.2972827374,0.1181269859,0.4685119145,7.003866365
0.7230826276,0.3411572217,0.8544826057,20.7085637
0.3050362893,0.3850610002,0.8518718709,22.88147843
0.3478825872,0.09122776699,0.2065330928,4.774667942
0.6106339367,0.318411479,0.5718808891,17.55581271
0.2505377581,0.9789863762,0.4036371531,7.347662401
0.4196053002,0.6614245886,0.7017240656,6.082495574
0.8941154905,0.1516057258,0.8754937709,11.412733
0.9298448957,0.1885399444,0.8100132876,2.695828772
0.127215944,0.04352433049,0.08925632194,0.2729915404
0.9772433186,0.3941344266,0.9737413601,24.44758251
0.0991127075,0.3036951301,0.188933004,1.819476116
0.9478344054,0.05938044683,0.8001150896,0.8597305392
0.0983202597,0.9715350015,0.6604196172,50.75752043
0.2666272978,0.5930879306,0.7893656652,4.546773976
0.6237313348,0.3117338454,0.6719801401,3.503050902
0.03795746278,0.4747979677,0.1878876171,23.91640717
0.8218348017,0.4097769978,0.1518980672,5.416574966
0.2277304204,0.4525621255,0.5763748269,3.293432258
0.2923510538,0.4099622938,0.2633933234,3.248340555
0.6970532069,0.3934902968,0.2993641461,4.710288216
0.9832409453,0.9915363575,0.527270279,14.70687324
0.2388501402,0.02821018933,0.25368327,0.2084310234
0.6711708756,0.4437783298,0.1539840706,5.197402551
0.4884676029,0.8973490264,0.4329945833,45.80487287
0.5490714676,0.4743129782,0.7243695593,4.975882121
0.8548101647,0.2886581918,0.8409558013,3.910770523
0.1757000462,0.2485634685,0.4562823461,13.46914132
0.1164891693,0.5792001613,0.1256215631,3.570706263
0.9138838328,0.06573897739,0.3507949196,3.902234248
0.2868579465,0.9701438839,0.8990183792,7.633654242
0.3986568422,0.684246523,0.412832869,35.06448104
0.3670229011,0.5478332386,0.5784787668,29.06485035
0.04017824481,0.6570447479,0.2900867403,3.549212787
0.2305318233,0.385526969,0.5272043665,20.66607067
0.06999765158,0.7860166671,0.852325741,4.480276543
0.2003300938,0.3822880249,0.8079595315,22.37839427
0.4424942073,0.2918636059,0.09579593192,2.750797579
0.2220411786,0.5719612418,0.9548571478,4.129795691
0.1507494537,0.9932186054,0.8986640362,6.463364648
0.1662802243,0.8276921014,0.7249404566,5.514748789
0.8894170965,0.608239859,0.4027642865,8.450988588
0.6011780746,0.8827312918,0.5135864992,45.45542005
0.3866615192,0.6368139537,0.02012260329,31.84272228
0.8012950443,0.5660292713,0.7254543186,30.9328834
0.7392993372,0.4952566106,0.5445062295,26.2452657
0.941444558,0.7435273307,0.1371840256,37.27046382
0.3485181279,0.1285338258,0.6958236762,8.847544233
0.1366289311,0.4561830129,0.9762667407,2.904193039
0.3665970204,0.5308249757,0.2422759616,4.600113423
0.2220482085,0.8926774033,0.8369308052,6.445561198
0.6200319938,0.8536643987,0.2147551969,42.91381891
0.6037782074,0.6859019448,0.3282188897,7.570836191
0.7040239598,0.8109344041,0.5795001699,42.22582244
0.3341337088,0.180305137,0.5536821752,10.5480766
0.9265837528,0.5725111514,0.5941768908,30.39078846
0.2931869073,0.5239528003,0.3849263347,4.155925012
0.2986768536,0.8129950937,0.08376179286,40.68483488
0.7797946452,0.003757945796,0.1483429,0.2979253697
0.8551651603,0.05633614192,0.3085387346,0.763447768
0.07536969227,0.5257146444,0.4826166491,3.024802732
0.2382034295,0.9872408077,0.1110960693,49.42375207
0.850536875,0.08556608321,0.277144607,4.662349827
0.08142079794,0.7904659856,0.06737553362,39.54599659
0.4591617853,0.7190335461,0.789762447,6.896694998
0.03266605528,0.696130507,0.5143645192,3.708050911
0.1292806489,0.5038368867,0.1188508086,25.26247191
0.9451236732,0.9320015628,0.06303164175,46.61994308
0.06136953525,0.4367158793,0.7713754415,2.451589902
0.4134978099,0.04186122209,0.8703588829,0.382401347
0.5524916105,0.8198815541,0.3812503106,8.629184573
0.5619789969,0.3634796959,0.02849751296,3.860078029
0.8021986143,0.4088410178,0.006275682434,5.323922069
0.9619266603,0.351209411,0.2646500395,5.134424012
0.3024049545,0.3373003792,0.7954941196,20.02907343
0.4023395329,0.1020829838,0.01550660574,5.105351463
0.4057330324,0.3567039205,0.7426937011,20.59316569
0.8561516839,0.6487041059,0.997079914,37.40604707
0.5710709602,0.4901028738,0.9413940942,28.93625789
0.5500793517,0.003243557308,0.2291212613,0.4246606273
0.08882243491,0.3209359557,0.5032422184,1.889742909
0.930794041,0.3175796544,0.4832658909,4.543910771
0.2756080412,0.1011279814,0.1155192082,0.7843567554
0.7087858485,0.7831926196,0.07647698554,9.467121553
0.722204434,0.7504017929,0.4195786233,9.171443985
0.8585727253,0.05880145878,0.8665829693,6.694903152
0.8166453827,0.5067290735,0.4527410165,26.36132582
0.17427163,0.6467857431,0.8137221406,4.361092772
0.7063452187,0.6850249942,0.452353874,8.263766264
0.07277285002,0.4125927989,0.05697797881,20.6458724
0.5363122581,0.3081524444,0.5006460553,16.66085458
0.28948582,0.3240990823,0.6193437267,18.12288737
0.4129843717,0.8116634212,0.02723632169,40.58688015
0.2785674926,0.4622538056,0.4672750848,3.598957864
0.8299253702,0.2182780025,0.9825879925,15.74129594
0.3821560698,0.7392802731,0.4451017449,37.95459147
0.2630847748,0.9241359566,0.2843450201,46.61105828
0.6560239847,0.5635648218,0.1536710349,6.514944509
0.8655725424,0.4367643978,0.3429851695,22.42641402
0.8900445167,0.1746925373,0.3282648487,9.273415921
0.300707705,0.00816916467,0.7312628759,0.06541113095
0.9997098041,0.9620611448,0.4348386763,49.04848061
0.5271320464,0.4330846836,0.3254561133,4.448351573
0.5502761364,0.4608018006,0.09821513398,4.839691348
0.9774483253,0.496110491,0.4752201271,7.329776142
0.9296727386,0.6166863218,0.01074868183,30.83489376
0.2559473121,0.2971510152,0.3620120042,2.246305112
0.3992885986,0.9688588312,0.4700812238,8.712837005
0.00493862472,0.4912551455,0.9076297722,2.480536976
0.4495044469,0.7849127521,0.1769459295,7.452781486
0.9941558346,0.1714445379,0.9160253273,2.561648566
0.7315746796,0.3076447574,0.8130441953,18.68744219
0.2528941781,0.208409267,0.6771720792,12.71327347
0.03230854029,0.002506792551,0.1970707458,0.01334387084
0.2081854239,0.8426634003,0.1949065385,42.32311281
0.5924336103,0.1175236094,0.5470292438,1.283867409
0.1339160538,0.9223678855,0.4742109963,47.24277462
0.7478564875,0.4506559079,0.7459975303,5.623538983
0.4923436239,0.1218344268,0.4018351233,6.899078674
0.05549349971,0.5585326652,0.1037339246,27.9804369
0.2457239221,0.5698914983,0.8418941586,32.03850379
0.7935532382,0.2392387054,0.5300441598,13.36666933
0.2702346413,0.5203241536,0.2462483553,4.007716878
0.4608113362,0.2676123678,0.04481479657,13.39066022
0.7169064021,0.1030629244,0.8346523892,8.636369274
0.2068001541,0.9107681832,0.8796222638,6.437310922
0.138803277,0.02737605559,0.4677298389,0.1748791402
0.7917899007,0.3519480825,0.3745077113,4.546429786
0.7467171346,0.7409096993,0.6695098815,9.237048173
0.9835868186,0.6727914963,0.1687669083,33.78198616
0.8439806757,0.6965962337,0.5835798615,9.362118769
0.9615105822,0.9613911157,0.6858704688,14.05083289
0.6199124197,0.2671230065,0.1147399851,2.991543726
0.9967189925,0.3981979875,0.4073341651,20.73950499
0.7860569227,0.2012218195,0.2367360867,10.34131085
0.2831956679,0.9141379431,0.5353166315,47.13971664
0.8238914898,0.4782718457,0.235980603,24.19202651
0.5741703559,0.5583885352,0.4508221203,28.93562968
0.09862069501,0.7519121191,0.3500444963,4.501101553
0.544171533,0.662202655,0.8676216963,6.914531614
0.8227716585,0.6778532691,0.8246636772,37.29301436
0.2192465204,0.7488201794,0.8064360993,40.69270488
0.06751797613,0.147688264,0.6741750371,9.656973105
0.8479535765,0.5236847221,0.4741846522,27.30849153
0.390499987,0.5024241643,0.6653610743,27.33473501
0.06200478528,0.112252731,0.3871708422,0.6308657198
0.7437666845,0.0656842284,0.5072571632,4.570760568
0.9002731801,0.003546900329,0.408471194,1.011588598
0.3968552387,0.9481564968,0.2610066174,47.74844711
0.8151781679,0.03767037328,0.6426613562,0.4954325252
0.3120518146,0.4318729766,0.3258756111,3.507032344
0.9036360652,0.5163848028,0.4718526871,7.248163328
0.5600833313,0.8394128652,0.3911912041,42.73579605
0.2675252572,0.3544922988,0.828151029,21.15378557
0.3611542119,0.04221932092,0.2680040173,2.470096813
0.9996243955,0.03514536417,0.7023040856,0.527048455
0.05654331948,0.5836835382,0.1905180101,29.36566247
0.2243401025,0.3516108303,0.1522995603,2.546858249
0.01927642621,0.4906508616,0.6475248337,2.547834259
0.8747288549,0.2562904472,0.9421353383,3.52329873
0.7551887471,0.2596656281,0.1687842641,13.12572204
0.3836512889,0.4330542636,0.4819568863,3.826689582
0.153038214,0.6244691025,0.8416069535,4.078021874
0.9777710766,0.352170035,0.3471622498,18.21110989
0.9729777008,0.3815220352,0.1835847141,19.2446185
0.1314900562,0.6028926809,0.6315410723,3.80720733
0.6146130254,0.1606661974,0.5189176045,1.790806363
0.7814002025,0.2153395949,0.1592991489,2.759362005
0.8478980577,0.8191655974,0.09503959452,11.04151718
0.9002024611,0.5646693182,0.2694520791,28.59648803
0.4270501798,0.62531322,0.4512214587,32.28366503
0.7094386411,0.7931574689,0.4508101236,40.67402228
0.7212581564,0.9999200786,0.19575398,12.21160552
0.1263702539,0.04991728971,0.1865047554,0.3126670543
0.387547592,0.7317170836,0.03547836719,6.494337356
0.796537239,0.06993301053,0.07392250526,3.52397321
0.2482976907,0.1163659139,0.9281618532,10.12571782
0.745520216,0.2861051584,0.7277930225,3.563497587
0.6007844672,0.1391561475,0.1285712228,7.040460173
0.7491692285,0.394691417,0.5517946735,4.930363729
0.1243501413,0.9110754408,0.8262435032,48.96716367
0.4970695123,0.1134523234,0.8636516839,1.131198528
0.00709171728,0.4769551093,0.6480007679,2.418599855
0.3589675801,0.9754333143,0.198808199,8.378655935
0.8690160741,0.594538885,0.1157178257,29.79389733
0.4203061288,0.3606363402,0.9730320958,22.76577431
0.9945462573,0.8868540664,0.1684711458,44.48461596
0.9544359332,0.69663629,0.2814968988,10.13212853
0.1054652023,0.3876120035,0.1709316365,19.5266883
0.1985759896,0.03813651304,0.02675689792,1.91040531
0.7737072117,0.2826179283,0.5126731937,3.599724934
0.3501472831,0.5200563432,0.007606785836,4.421244872
0.2084705882,0.5098226246,0.271354978,3.611943347
0.1327765677,0.5815311453,0.3514467347,3.679792821
0.3994069667,0.1929635387,0.06372774865,9.668483063
0.1454323296,0.4788253026,0.2334156476,3.090493305
0.8483890645,0.9625124411,0.1092479842,12.9784125
0.1484934307,0.4154486584,0.3778059257,21.48611951
0.9601230345,0.9241160718,0.3411320778,46.78765906
0.4974345956,0.4043799676,0.1586787413,4.033425695
0.3456064012,0.8078217243,0.2137397626,40.61950964
0.2618805395,0.1804992579,0.6643575214,11.23181748
0.03200301478,0.9505462918,0.1213573053,47.60095257
0.4346035787,0.3489380576,0.6587819521,3.261187574
0.2943647382,0.4874270107,0.2380099487,24.65459421
0.4228080819,0.2687777134,0.3461554604,14.03800369
0.2106765201,0.0238115923,0.09957492086,1.240155439
0.3633538926,0.8102874535,0.9293817903,44.83312524
0.4428987688,0.4203117624,0.3203825164,21.5288129
0.7238449543,0.9093650622,0.5352028071,46.90046334
0.5227387231,0.924751043,0.8607293394,9.457787009
0.09244841912,0.7054047029,0.07889973359,35.30136098
0.206342591,0.0351826555,0.6437201043,3.831010638
0.5037349031,0.6170693152,0.8283519072,6.193740093
0.02518614659,0.2151999626,0.8834679522,14.66257624
0.8950947103,0.606667764,0.5302389255,31.73915479
0.6460836918,0.9161976556,0.8215963079,49.18498525
0.5413105431,0.6686494699,0.2882908327,33.84803152
0.7433864809,0.1756727367,0.4592807791,9.838331003
0.5903618694,0.2960973586,0.4748983801,3.228532694
0.7085149249,0.2391592018,0.8231775011,15.34606608
0.6376000203,0.6717731181,0.1084141548,7.642091127
0.01478997241,0.9615153765,0.6471915556,4.949784741
0.6154142887,0.1956494595,0.3215948563,2.182302027
0.5198326732,0.9776902707,0.7724467636,9.970804823
0.8367619361,0.3777118366,0.5404592141,20.34607264
0.08532446211,0.6926358318,0.5457747094,4.054166957
0.5002914074,0.9216454657,0.9727368512,50.81335819
0.2966894516,0.8258976253,0.24280133,6.579839262
0.9760931679,0.3470303177,0.03271907086,5.122490811
0.9020751054,0.3300345695,0.5292162383,17.90207761
0.206227134,0.950431158,0.5293010909,6.712202728
0.4394562397,0.3601882552,0.3470254835,18.61154619
0.9126854882,0.5816279439,0.2397425821,8.216573559
0.6678496038,0.9653118075,0.6723429425,11.27339012
0.7307287676,0.0365549902,0.6837294686,4.165179441
0.4332597369,0.1676664118,0.6835274653,1.564763114
0.4022725242,0.8263666324,0.5424835616,42.78977369
0.3663713794,0.149618321,0.4909546798,1.296250312
0.7944649701,0.6226139702,0.02141384719,8.059519743
0.125895446,0.2112142306,0.2518226286,1.32198025
0.5278299402,0.8098046399,0.5588162902,42.05161023
0.773002053,0.2858375529,0.2852375579,14.69867997
0.1306502968,0.4177122365,0.912772267,2.634303459
0.4292136211,0.7224286767,0.8906420588,6.712905666
0.1516199151,0.05924208245,0.4062924909,0.3860332074
0.5196328217,0.4331767986,0.3996400421,22.45740074
0.3860586315,0.6989088721,0.6289275471,6.192742387
0.5828027665,0.5820293669,0.3412225098,29.68363235
0.2425640512,0.6168287411,0.4792792616,4.580348489
0.6224044843,0.3350047031,0.2122662617,16.97551998
0.04956380693,0.7888714375,0.2548097103,4.335351903
0.9050151478,0.2223057391,0.738103398,13.83927008
0.3874527818,0.8560548165,0.4954598727,44.03014325
0.3444794899,0.5286727821,0.6418552479,4.464533213
0.1135412404,0.5713614353,0.3015590255,3.505538038
0.6574645796,0.2537502529,0.1450363435,12.79269035
0.1398437435,0.5563609941,0.6293692704,29.7985781
0.7585714473,0.8003444035,0.6555784773,10.07290614
0.3705270639,0.9614002902,0.1270727547,8.369249719
0.9404569278,0.50406597,0.6457088887,7.260853185
0.03237743768,0.1026219983,0.4018986335,0.5463363651
0.6108018588,0.9499092439,0.7909512296,10.55160954
0.777238642,0.5805528491,0.5004205832,7.415045326
0.8449256013,0.8251767826,0.1318287783,41.34573326
0.723557098,0.1640140034,0.3465447558,8.801166508
0.551019205,0.5256143583,0.2000291304,26.48077618
0.5014560793,0.4851726445,0.05857576608,24.27578783
0.4804099698,0.6565555845,0.846601212,6.436936408
0.1251651354,0.244777379,0.3343739881,1.530262833
0.3099991569,0.9531521304,0.6289810724,7.72052422
0.1418209526,0.9890655075,0.4841569663,50.62531522
0.9248274213,0.4952536939,0.5899272819,7.056510435
0.8188152305,0.9974468698,0.8962423426,13.15448123
0.8527500646,0.3290509449,0.4606094713,4.45123687
0.887687774,0.9562595355,0.3900211945,13.26989666
0.05543206018,0.9897538553,0.02773106275,5.497410229
0.2554097032,0.6423763116,0.1900607563,4.852572989
0.5346360166,0.1749421593,0.8920548403,12.72591715
0.7275577343,0.5188552215,0.08822978739,25.98168355
0.4360366811,0.9149065369,0.6920090257,8.563860784
0.2899157203,0.5678909762,0.9064688558,32.50297774
0.3328002571,0.7187846161,0.8659760052,5.986040131
0.800143247,0.734684617,0.9092965577,9.551952435
0.169242315,0.9836363748,0.6108863739,51.04772955
0.2233319228,0.48241661,0.2828705438,3.489473341
0.3661079862,0.3756374845,0.9161427696,3.253426252
0.97384481,0.4081592922,0.9482324161,24.90368819
0.1383560636,0.2150530467,0.5264244367,12.13826577
0.07429809002,0.2688227543,0.1711238946,13.58755465
0.8715298125,0.4559871204,0.3066009245,6.253999297
0.401514783,0.8675759635,0.7474240138,7.821325565
0.0974647646,0.01749755232,0.3633845228,0.1045417098
0.8633031871,0.3091895904,0.3027043648,4.21519154
0.6826803487,0.6125261114,0.5329604428,7.244225949
0.05499416009,0.3611665754,0.3534949977,18.68312234
0.7470818033,0.8442997948,0.04523240286,10.52910911
0.9580886531,0.8121531874,0.6245898915,11.84191347
0.826194411,0.1497847592,0.6592175916,9.662077123
0.2637892443,0.8618454039,0.2847226692,6.582682498
0.9291484047,0.9437501706,0.423232309,13.48759051
0.1678238122,0.007992195911,0.5336104462,0.05337378741
0.9765605784,0.3091853089,0.5298137724,4.565308385
0.018902762,0.4171979759,0.5186185939,2.16485182
0.6418000849,0.2651098623,0.4702125143,14.36099216
